path,label
resources/Mold_Patches\0\Mold-11_patch80.png,0
resources/Mold_Patches\0\Mold-8_randompatch_4.png,0
resources/Mold_Patches\1\Mold-2_randompatch_9.png,1
resources/Mold_Patches\0\Mold-7_patch41.png,0
resources/Mold_Patches\1\Mold-12_patch42.png,1
resources/Mold_Patches\0\Mold-6_patch67.png,0
resources/Mold_Patches\0\Mold-12_patch74.png,0
resources/Mold_Patches\0\Mold-4_patch4.png,0
resources/Mold_Patches\1\Mold-10_patch10.png,1
resources/Mold_Patches\0\Mold-6_patch27.png,0
resources/Mold_Patches\1\Mold-12_randompatch_9.png,1
resources/Mold_Patches\0\Mold-7_patch45.png,0
resources/Mold_Patches\0\Mold-12_patch96.png,0
resources/Mold_Patches\1\Mold-12_patch93.png,1
resources/Mold_Patches\0\Mold-12_patch18.png,0
resources/Mold_Patches\0\Mold-5_patch31.png,0
resources/Mold_Patches\1\Mold-12_randompatch_6.png,1
resources/Mold_Patches\0\Mold-12_patch78.png,0
resources/Mold_Patches\0\Mold-2_patch85.png,0
resources/Mold_Patches\0\Mold-2_patch106.png,0
resources/Mold_Patches\1\Mold-12_randompatch_7.png,1
resources/Mold_Patches\0\Mold-12_patch12.png,0
resources/Mold_Patches\1\Mold-12_patch67.png,1
resources/Mold_Patches\0\Mold-13_patch4.png,0
resources/Mold_Patches\0\Mold-5_randompatch_10.png,0
resources/Mold_Patches\0\Mold-7_patch7.png,0
resources/Mold_Patches\0\Mold-6_patch51.png,0
resources/Mold_Patches\0\Mold-11_patch63.png,0
resources/Mold_Patches\1\Mold-7_randompatch_9.png,1
resources/Mold_Patches\0\Mold-7_patch23.png,0
resources/Mold_Patches\0\Mold-11_patch66.png,0
resources/Mold_Patches\1\Mold-12_patch44.png,1
resources/Mold_Patches\0\Mold-5_patch40.png,0
resources/Mold_Patches\1\Mold-11_patch42.png,1
resources/Mold_Patches\0\Mold-7_patch59.png,0
resources/Mold_Patches\0\Mold-5_patch21.png,0
resources/Mold_Patches\0\Mold-7_patch19.png,0
resources/Mold_Patches\0\Mold-10_randompatch_9.png,0
resources/Mold_Patches\0\Mold-5_patch37.png,0
resources/Mold_Patches\1\Mold-15_randompatch_8.png,1
resources/Mold_Patches\1\Mold-1_patch6.png,1
resources/Mold_Patches\1\Mold-2_randompatch_7.png,1
resources/Mold_Patches\0\Mold-11_patch28.png,0
resources/Mold_Patches\0\Mold-7_patch86.png,0
resources/Mold_Patches\0\Mold-5_patch45.png,0
resources/Mold_Patches\1\Mold-1_patch9.png,1
resources/Mold_Patches\1\Mold-12_patch36.png,1
resources/Mold_Patches\0\Mold-11_patch60.png,0
resources/Mold_Patches\0\Mold-11_patch65.png,0
resources/Mold_Patches\1\Mold-2_patch55.png,1
resources/Mold_Patches\1\Mold-2_patch59.png,1
resources/Mold_Patches\0\Mold-6_patch44.png,0
resources/Mold_Patches\1\Mold-12_patch58.png,1
resources/Mold_Patches\0\Mold-7_patch13.png,0
resources/Mold_Patches\0\Mold-5_patch25.png,0
resources/Mold_Patches\0\Mold-13_patch2.png,0
resources/Mold_Patches\0\Mold-6_patch8.png,0
resources/Mold_Patches\0\Mold-4_randompatch_3.png,0
resources/Mold_Patches\0\Mold-4_patch38.png,0
resources/Mold_Patches\0\Mold-6_patch61.png,0
resources/Mold_Patches\0\Mold-6_randompatch_6.png,0
resources/Mold_Patches\0\Mold-5_patch23.png,0
resources/Mold_Patches\0\Mold-5_patch24.png,0
resources/Mold_Patches\0\Mold-5_randompatch_5.png,0
resources/Mold_Patches\1\Mold-12_patch39.png,1
resources/Mold_Patches\0\Mold-6_patch52.png,0
resources/Mold_Patches\0\Mold-11_patch62.png,0
resources/Mold_Patches\1\Mold-2_patch23.png,1
resources/Mold_Patches\0\Mold-10_patch24.png,0
resources/Mold_Patches\0\Mold-7_patch76.png,0
resources/Mold_Patches\0\Mold-5_patch6.png,0
resources/Mold_Patches\0\Mold-10_patch22.png,0
resources/Mold_Patches\1\Mold-11_patch2.png,1
resources/Mold_Patches\1\Mold-2_patch54.png,1
resources/Mold_Patches\1\Mold-4_randompatch_10.png,1
resources/Mold_Patches\0\Mold-7_patch79.png,0
resources/Mold_Patches\0\Mold-13_patch30.png,0
resources/Mold_Patches\1\Mold-11_randompatch_2.png,1
resources/Mold_Patches\0\Mold-4_patch5.png,0
resources/Mold_Patches\0\Mold-7_patch98.png,0
resources/Mold_Patches\0\Mold-12_patch26.png,0
resources/Mold_Patches\0\Mold-12_patch55.png,0
resources/Mold_Patches\1\Mold-11_patch85.png,1
resources/Mold_Patches\1\Mold-6_patch32.png,1
resources/Mold_Patches\0\Mold-12_patch98.png,0
resources/Mold_Patches\1\Mold-11_patch67.png,1
resources/Mold_Patches\1\Mold-10_randompatch_5.png,1
